Subject	Phase	ADL	time
14	2.0	26.0	3.56
7	1.0	23.0	2.04
14	2.0	15.0	11.351
9	1.0	8.0	2.28
2	3.0	14.0	19.041
3	2.0	24.0	10.181
22	3.0	13.0	8.101
3	2.0	2.0	6.251
11	2.0	20.0	3.21
16	3.0	4.0	5.651
15	2.0	6.0	7.471
4	3.0	23.0	9.931
22	2.0	16.0	2.97
5	3.0	25.0	7.011
2	2.0	17.0	17.871
12	2.0	16.0	6.991
18	2.0	12.0	2.74
4	2.0	12.0	6.831
10	2.0	17.0	8.021
17	2.0	7.0	10.901
15	2.0	23.0	6.221
17	2.0	19.0	9.521
12	2.0	21.0	17.291
7	2.0	6.0	10.201
18	3.0	26.0	10.871
6	2.0	14.0	4.971
10	3.0	12.0	10.851
5	2.0	13.0	5.541
11	2.0	19.0	16.201
13	3.0	15.0	13.311
21	2.0	16.0	10.431
7	2.0	21.0	10.241
11	2.0	17.0	3.76
22	3.0	25.0	9.631
4	1.0	26.0	1.92
6	2.0	7.0	3.87
4	1.0	16.0	1.91
17	2.0	21.0	14.211
19	2.0	14.0	12.201
3	2.0	15.0	8.171
20	2.0	7.0	9.971
6	2.0	15.0	13.251
22	1.0	5.0	2.71
20	2.0	12.0	5.631
15	2.0	13.0	9.841
14	2.0	24.0	3.21
22	3.0	25.0	10.241
8	2.0	15.0	9.181
17	3.0	24.0	13.351
16	2.0	19.0	18.841
8	3.0	9.0	5.421
21	2.0	6.0	5.501
22	2.0	7.0	6.261
12	2.0	13.0	12.831
11	2.0	19.0	15.611
10	2.0	17.0	11.681
18	2.0	17.0	5.901
8	2.0	21.0	12.281
2	1.0	24.0	3.49
19	2.0	19.0	9.111
18	2.0	7.0	7.211
18	3.0	10.0	14.391
12	2.0	20.0	5.791
15	2.0	15.0	8.111
16	3.0	11.0	10.021
18	2.0	15.0	10.021
11	2.0	11.0	4.401
17	2.0	2.0	5.741
19	1.0	12.0	1.78
22	3.0	17.0	21.201
18	2.0	6.0	4.871
7	2.0	13.0	7.611
2	2.0	8.0	4.05
17	2.0	17.0	22.601
15	2.0	17.0	6.861
22	2.0	19.0	18.751
7	1.0	24.0	2.45
21	2.0	17.0	9.391
6	2.0	15.0	10.961
14	3.0	3.0	5.241
22	1.0	8.0	1.97
18	2.0	10.0	7.541
21	2.0	15.0	13.681
11	2.0	6.0	7.001
3	2.0	15.0	13.361
18	3.0	17.0	21.321
13	2.0	7.0	4.1
6	2.0	3.0	4.541
2	3.0	9.0	7.021
4	2.0	15.0	9.461
14	2.0	7.0	4.351
11	3.0	7.0	7.971
16	2.0	15.0	8.281
12	2.0	20.0	5.301
22	2.0	22.0	4.901
8	1.0	20.0	1.77
2	1.0	24.0	3.39
22	2.0	11.0	8.561
3	2.0	15.0	4.531
4	3.0	15.0	16.731
2	3.0	14.0	17.551
7	2.0	14.0	5.971
5	3.0	26.0	12.251
8	2.0	15.0	7.171
12	2.0	8.0	6.331
15	2.0	14.0	3.97
17	1.0	26.0	1.98
20	1.0	3.0	2.65
18	3.0	14.0	15.831
1	2.0	21.0	9.961
8	3.0	2.0	6.221
9	2.0	17.0	14.271
5	2.0	17.0	28.291
4	1.0	10.0	1.64
4	2.0	8.0	5.391
20	3.0	14.0	13.591
4	2.0	23.0	8.061
2	2.0	17.0	5.911
19	1.0	18.0	1.83
12	1.0	21.0	2.47
16	2.0	14.0	17.011
3	2.0	14.0	11.441
8	2.0	3.0	3.79
6	2.0	25.0	3.37
9	2.0	22.0	7.731
5	2.0	4.0	6.571
4	3.0	22.0	9.521
21	2.0	26.0	8.831
15	2.0	15.0	4.901
5	2.0	15.0	14.031
8	3.0	4.0	8.311
19	2.0	20.0	4.471
6	2.0	19.0	8.901
4	2.0	17.0	17.851
10	2.0	26.0	4.09
5	2.0	15.0	12.981
7	2.0	26.0	9.291
8	3.0	6.0	10.441
20	1.0	3.0	2.52
1	2.0	25.0	4.531
8	3.0	26.0	8.421
17	2.0	14.0	11.111
16	2.0	22.0	7.901
10	2.0	19.0	12.131
9	2.0	17.0	10.121
3	2.0	10.0	8.641
22	1.0	22.0	1.79
5	2.0	11.0	8.601
3	2.0	14.0	8.301
21	2.0	23.0	4.01
20	1.0	11.0	1.97
6	3.0	24.0	10.371
21	1.0	6.0	2.11
7	2.0	17.0	26.131
16	2.0	24.0	4.01
14	2.0	6.0	4.441
5	2.0	17.0	23.481
21	2.0	6.0	5.831
3	2.0	11.0	7.031
4	2.0	22.0	3.18
13	2.0	22.0	4.161
12	2.0	22.0	5.821
21	2.0	12.0	8.831
2	2.0	17.0	19.181
19	2.0	21.0	15.311
22	2.0	14.0	14.541
19	2.0	16.0	7.151
20	2.0	1.0	4.541
5	2.0	25.0	5.471
2	2.0	24.0	6.421
14	2.0	11.0	5.121
18	3.0	8.0	8.511
2	2.0	26.0	7.921
12	2.0	12.0	6.461
19	2.0	9.0	3.29
18	2.0	14.0	8.581
10	2.0	11.0	6.011
15	2.0	22.0	5.051
11	2.0	16.0	4.841
5	2.0	18.0	3.96
9	3.0	21.0	18.861
22	2.0	19.0	18.471
13	2.0	12.0	8.441
4	2.0	16.0	3.63
18	2.0	10.0	10.111
7	2.0	13.0	4.531
20	1.0	1.0	2.66
13	2.0	15.0	5.781
10	3.0	19.0	33.241
19	3.0	10.0	9.991
22	3.0	18.0	8.781
4	3.0	23.0	10.061
10	1.0	4.0	1.19
15	2.0	20.0	5.761
18	1.0	13.0	2.48
2	2.0	19.0	10.611
5	2.0	14.0	8.811
10	2.0	23.0	3.71
11	3.0	22.0	10.791
9	2.0	26.0	7.771
2	2.0	17.0	23.101
21	2.0	8.0	5.321
3	2.0	26.0	8.401
10	2.0	21.0	14.601
17	3.0	3.0	8.641
7	3.0	26.0	9.381
4	3.0	23.0	10.161
11	2.0	17.0	22.121
11	2.0	15.0	7.741
16	2.0	17.0	15.391
9	2.0	17.0	14.651
4	2.0	15.0	11.531
14	2.0	17.0	15.561
4	2.0	17.0	7.901
17	2.0	5.0	3.5
2	2.0	25.0	5.831
12	2.0	19.0	6.721
4	2.0	24.0	5.431
1	2.0	10.0	8.801
4	1.0	3.0	2.39
14	2.0	10.0	3.51
22	2.0	7.0	9.051
20	2.0	19.0	6.311
3	2.0	12.0	6.281
15	2.0	14.0	11.221
3	2.0	14.0	12.451
10	3.0	13.0	7.881
17	2.0	6.0	15.141
3	2.0	19.0	15.811
18	2.0	19.0	3.07
12	2.0	19.0	3.06
2	2.0	26.0	6.831
5	2.0	23.0	7.071
8	2.0	17.0	18.001
10	2.0	19.0	14.801
18	2.0	15.0	14.081
21	1.0	22.0	1.97
5	2.0	10.0	7.461
19	2.0	22.0	4.611
3	2.0	26.0	5.271
6	2.0	20.0	4.0
10	2.0	20.0	2.78
21	2.0	11.0	5.501
14	3.0	4.0	6.771
21	2.0	15.0	12.681
17	2.0	21.0	11.881
1	2.0	7.0	9.511
9	3.0	11.0	8.141
12	2.0	20.0	5.401
5	2.0	14.0	6.051
5	2.0	13.0	4.681
20	1.0	17.0	2.57
22	2.0	19.0	18.161
14	2.0	11.0	6.851
22	2.0	10.0	5.701
5	2.0	21.0	7.261
3	2.0	8.0	4.12
11	3.0	26.0	9.581
16	2.0	19.0	20.501
22	2.0	21.0	14.171
20	2.0	1.0	4.711
12	2.0	22.0	8.261
3	2.0	16.0	7.301
9	2.0	24.0	7.631
13	2.0	12.0	2.73
6	2.0	19.0	3.3
22	2.0	15.0	9.181
13	2.0	19.0	12.321
4	3.0	4.0	6.351
4	3.0	3.0	7.611
17	2.0	24.0	11.511
20	2.0	14.0	4.241
18	2.0	17.0	18.291
11	2.0	21.0	5.431
18	2.0	19.0	3.75
18	2.0	12.0	7.431
7	2.0	21.0	19.231
2	2.0	19.0	12.411
15	2.0	17.0	8.741
17	2.0	14.0	15.671
21	2.0	7.0	3.38
12	2.0	11.0	6.521
11	2.0	3.0	4.281
6	2.0	21.0	5.431
22	1.0	1.0	2.37
11	2.0	26.0	3.75
17	2.0	14.0	10.081
17	2.0	24.0	7.131
16	2.0	6.0	10.581
2	2.0	14.0	10.861
21	2.0	22.0	3.6
16	2.0	6.0	2.26
4	2.0	24.0	3.5
22	2.0	11.0	6.951
12	2.0	17.0	17.281
18	2.0	11.0	5.731
7	2.0	9.0	4.611
14	2.0	26.0	7.701
13	1.0	17.0	2.67
21	3.0	2.0	6.221
20	2.0	17.0	6.611
13	2.0	19.0	14.671
17	2.0	4.0	6.751
22	2.0	21.0	16.751
7	1.0	26.0	1.13
6	2.0	12.0	2.45
8	1.0	4.0	2.04
8	2.0	21.0	9.281
13	1.0	6.0	1.21
2	2.0	17.0	18.501
13	2.0	12.0	8.901
21	2.0	10.0	3.43
12	2.0	7.0	4.01
11	2.0	19.0	2.21
19	2.0	26.0	5.231
14	2.0	8.0	2.13
12	1.0	21.0	2.21
14	2.0	15.0	1.92
17	2.0	13.0	3.08
22	2.0	20.0	3.29
4	2.0	12.0	2.5
20	2.0	16.0	10.491
16	3.0	15.0	16.991
3	2.0	22.0	8.971
22	3.0	23.0	10.111
7	2.0	7.0	10.221
11	2.0	14.0	9.581
5	3.0	8.0	8.081
16	2.0	22.0	6.071
21	2.0	17.0	9.521
11	2.0	26.0	2.26
21	2.0	21.0	12.041
17	2.0	5.0	4.211
10	1.0	26.0	1.24
7	2.0	10.0	10.021
11	1.0	4.0	2.03
11	2.0	12.0	10.261
8	2.0	5.0	2.61
19	2.0	17.0	16.751
2	2.0	6.0	6.151
2	2.0	16.0	6.061
12	2.0	13.0	4.221
19	2.0	19.0	8.431
16	1.0	8.0	2.0
14	2.0	17.0	6.631
7	2.0	3.0	6.601
8	3.0	13.0	7.891
16	3.0	6.0	11.991
17	2.0	17.0	22.661
18	3.0	5.0	6.711
9	2.0	11.0	6.941
21	2.0	7.0	8.521
22	2.0	20.0	3.45
20	2.0	20.0	4.12
13	2.0	14.0	12.711
20	3.0	13.0	7.311
13	3.0	3.0	5.681
4	2.0	17.0	20.341
12	2.0	19.0	14.571
15	2.0	6.0	14.821
5	2.0	15.0	14.011
22	2.0	12.0	7.751
14	1.0	8.0	1.23
15	2.0	16.0	3.16
21	2.0	21.0	12.361
21	3.0	13.0	8.981
22	2.0	24.0	5.141
10	2.0	16.0	7.201
22	2.0	12.0	5.701
20	2.0	10.0	3.52
3	2.0	15.0	14.701
4	2.0	15.0	15.201
3	2.0	6.0	10.471
9	2.0	18.0	6.851
22	2.0	21.0	4.851
16	2.0	17.0	8.481
8	1.0	13.0	1.37
22	2.0	14.0	13.321
2	2.0	11.0	6.491
3	2.0	4.0	3.96
16	2.0	18.0	3.39
15	2.0	21.0	9.591
7	1.0	10.0	2.79
1	2.0	2.0	4.381
11	2.0	1.0	7.781
7	2.0	21.0	12.421
7	2.0	15.0	6.211
2	1.0	13.0	2.26
3	3.0	22.0	12.431
11	2.0	15.0	4.631
5	2.0	12.0	5.911
1	2.0	21.0	15.051
14	2.0	15.0	1.6
14	2.0	11.0	5.231
17	3.0	11.0	15.381
9	2.0	16.0	5.711
17	2.0	7.0	7.031
13	2.0	24.0	6.181
19	1.0	11.0	2.71
15	2.0	5.0	3.19
13	2.0	19.0	15.701
17	2.0	24.0	7.181
11	2.0	19.0	16.101
12	2.0	13.0	8.381
16	2.0	15.0	14.191
14	3.0	21.0	15.341
3	2.0	19.0	4.09
22	2.0	7.0	3.24
20	3.0	11.0	8.371
21	2.0	3.0	3.81
16	2.0	21.0	19.121
3	3.0	9.0	6.701
1	2.0	23.0	5.971
18	2.0	12.0	11.361
17	2.0	11.0	6.551
8	3.0	12.0	10.501
16	2.0	7.0	2.83
21	2.0	20.0	5.491
19	2.0	16.0	6.841
9	2.0	8.0	4.501
18	2.0	10.0	8.041
14	2.0	17.0	6.241
3	2.0	7.0	13.521
8	2.0	21.0	2.55
17	2.0	21.0	11.911
1	2.0	15.0	13.201
17	2.0	14.0	11.741
11	3.0	8.0	7.581
11	1.0	7.0	2.51
21	2.0	5.0	3.44
8	3.0	9.0	5.031
6	3.0	16.0	8.771
1	2.0	23.0	7.691
7	2.0	14.0	5.851
9	2.0	17.0	4.891
13	1.0	23.0	1.81
10	3.0	12.0	10.871
11	2.0	5.0	4.481
17	2.0	18.0	4.671
10	2.0	21.0	10.641
2	2.0	2.0	4.161
16	2.0	21.0	8.851
13	2.0	19.0	14.021
17	2.0	15.0	11.251
11	2.0	19.0	14.601
17	3.0	21.0	24.591
15	2.0	6.0	7.281
19	3.0	17.0	21.401
10	2.0	22.0	4.211
22	2.0	12.0	6.481
7	2.0	7.0	10.011
3	2.0	21.0	18.111
5	2.0	7.0	12.811
17	2.0	10.0	8.691
20	1.0	18.0	2.16
12	2.0	26.0	5.331
7	2.0	21.0	14.231
16	1.0	5.0	1.52
8	3.0	26.0	8.501
18	2.0	14.0	9.291
11	2.0	17.0	5.631
13	2.0	10.0	4.171
19	2.0	9.0	3.86
5	2.0	21.0	15.081
1	2.0	26.0	4.12
7	2.0	17.0	18.991
6	2.0	7.0	12.771
15	3.0	1.0	5.751
4	2.0	10.0	7.161
21	3.0	9.0	4.931
8	2.0	14.0	6.321
22	2.0	21.0	17.361
19	2.0	18.0	4.201
17	2.0	11.0	8.311
13	2.0	14.0	12.431
10	1.0	8.0	1.74
22	2.0	10.0	12.141
15	2.0	21.0	7.231
21	2.0	17.0	9.091
11	2.0	22.0	7.601
19	2.0	21.0	15.921
1	2.0	6.0	8.831
10	2.0	14.0	9.191
1	2.0	16.0	2.62
9	2.0	10.0	8.511
18	2.0	17.0	4.09
6	3.0	23.0	7.771
7	2.0	7.0	5.211
15	2.0	19.0	7.781
21	2.0	16.0	8.081
18	2.0	4.0	6.741
3	2.0	14.0	5.771
20	2.0	17.0	12.881
10	2.0	23.0	5.951
1	2.0	6.0	2.69
15	2.0	15.0	14.711
2	2.0	9.0	3.89
9	3.0	26.0	10.831
10	3.0	13.0	8.681
22	2.0	13.0	3.6
5	2.0	15.0	5.831
16	2.0	11.0	8.241
1	2.0	17.0	5.921
15	2.0	4.0	6.191
19	3.0	15.0	14.781
22	2.0	14.0	17.411
5	2.0	17.0	16.911
1	1.0	1.0	2.79
3	1.0	16.0	1.6
4	2.0	26.0	5.931
10	2.0	17.0	4.361
1	2.0	17.0	15.341
18	1.0	20.0	2.0
11	2.0	23.0	4.02
21	2.0	17.0	10.111
5	2.0	14.0	15.791
20	2.0	21.0	14.271
13	2.0	19.0	10.141
14	2.0	20.0	5.551
2	3.0	1.0	6.861
10	2.0	10.0	5.141
14	1.0	7.0	2.07
3	2.0	21.0	6.131
21	3.0	18.0	6.061
12	2.0	17.0	9.191
3	2.0	20.0	6.801
3	2.0	24.0	3.03
12	2.0	10.0	7.551
14	2.0	6.0	2.66
10	2.0	6.0	8.221
3	2.0	2.0	4.231
17	2.0	24.0	8.641
9	2.0	22.0	4.451
16	2.0	10.0	7.551
11	2.0	6.0	6.291
21	2.0	20.0	3.66
12	2.0	24.0	8.301
18	1.0	2.0	1.92
3	2.0	16.0	5.711
17	2.0	7.0	14.571
6	2.0	24.0	5.941
11	2.0	22.0	3.82
10	2.0	22.0	8.221
10	1.0	26.0	1.78
7	2.0	21.0	16.641
19	2.0	21.0	5.121
2	3.0	7.0	11.101
17	2.0	6.0	5.781
17	3.0	11.0	14.071
11	3.0	26.0	9.721
6	2.0	5.0	2.41
5	2.0	17.0	24.791
4	2.0	10.0	11.161
6	3.0	11.0	9.901
21	2.0	6.0	7.401
18	2.0	23.0	5.251
22	2.0	25.0	3.26
18	2.0	25.0	5.441
12	3.0	20.0	7.331
11	1.0	12.0	1.92
17	2.0	15.0	3.78
16	3.0	18.0	6.011
2	2.0	23.0	6.681
19	1.0	22.0	2.37
7	2.0	8.0	4.341
22	2.0	4.0	4.471
15	2.0	19.0	7.281
19	2.0	21.0	13.381
6	2.0	7.0	8.611
9	2.0	14.0	13.931
10	2.0	19.0	6.751
5	2.0	24.0	7.251
13	2.0	1.0	4.411
12	2.0	14.0	3.77
1	2.0	15.0	4.671
1	3.0	24.0	7.161
3	2.0	21.0	22.341
19	2.0	15.0	8.521
11	2.0	16.0	5.341
15	2.0	10.0	2.54
18	2.0	17.0	18.281
4	1.0	18.0	2.05
7	3.0	17.0	29.231
14	2.0	26.0	5.881
8	3.0	9.0	5.351
13	1.0	5.0	1.68
9	2.0	13.0	7.411
7	2.0	5.0	5.211
10	2.0	19.0	24.831
14	3.0	19.0	10.181
5	2.0	6.0	9.121
7	3.0	3.0	8.401
18	3.0	26.0	10.591
3	2.0	7.0	4.701
5	2.0	14.0	15.121
4	2.0	21.0	18.771
17	2.0	14.0	5.801
21	2.0	17.0	10.971
10	3.0	15.0	15.371
9	1.0	8.0	2.15
19	2.0	16.0	3.33
13	2.0	23.0	6.331
22	2.0	14.0	5.871
21	2.0	13.0	6.391
13	2.0	19.0	7.621
3	1.0	4.0	1.64
7	2.0	15.0	14.031
14	3.0	22.0	8.951
4	2.0	15.0	12.971
5	2.0	22.0	4.261
1	2.0	17.0	23.851
22	2.0	17.0	4.661
18	1.0	8.0	2.97
17	2.0	4.0	3.39
18	2.0	25.0	5.341
18	1.0	7.0	3.02
7	2.0	6.0	10.571
22	2.0	7.0	5.091
13	2.0	17.0	4.881
20	3.0	26.0	10.531
14	2.0	21.0	10.931
22	2.0	19.0	7.441
22	2.0	15.0	16.371
19	2.0	26.0	3.55
7	3.0	21.0	19.931
17	2.0	4.0	3.85
3	2.0	15.0	5.051
18	2.0	12.0	7.711
3	2.0	24.0	10.281
7	2.0	17.0	27.321
17	1.0	10.0	2.32
6	2.0	7.0	12.811
22	2.0	16.0	5.441
22	3.0	24.0	10.561
1	2.0	14.0	5.601
5	2.0	25.0	6.391
12	3.0	3.0	8.631
9	2.0	4.0	2.55
4	3.0	16.0	10.151
22	2.0	10.0	3.7
3	1.0	8.0	2.17
3	2.0	14.0	11.871
2	1.0	7.0	2.02
19	2.0	12.0	6.891
13	2.0	14.0	5.491
17	3.0	9.0	6.061
22	2.0	17.0	11.111
16	2.0	15.0	7.571
20	2.0	10.0	4.231
2	2.0	13.0	7.181
1	2.0	21.0	3.5
16	2.0	22.0	9.311
9	2.0	19.0	14.281
19	2.0	13.0	5.031
5	2.0	4.0	4.151
18	2.0	17.0	12.961
21	3.0	12.0	11.131
22	2.0	7.0	10.111
1	2.0	22.0	6.551
18	2.0	13.0	7.541
15	2.0	17.0	3.79
6	2.0	7.0	11.151
17	2.0	8.0	5.831
7	2.0	22.0	8.151
2	1.0	14.0	4.901
1	2.0	8.0	4.531
20	2.0	2.0	3.91
22	2.0	15.0	11.481
5	2.0	21.0	3.35
9	3.0	25.0	6.651
1	2.0	26.0	5.081
6	2.0	4.0	5.091
7	2.0	5.0	4.161
9	2.0	6.0	4.951
19	2.0	25.0	3.4
4	2.0	21.0	3.98
5	2.0	18.0	5.051
9	1.0	20.0	2.82
22	2.0	22.0	4.491
9	2.0	4.0	5.621
6	2.0	1.0	3.13
1	2.0	26.0	5.761
10	3.0	18.0	9.171
4	2.0	14.0	9.211
13	3.0	12.0	11.231
17	2.0	14.0	14.021
18	2.0	22.0	11.331
5	2.0	22.0	6.561
10	2.0	13.0	5.611
20	3.0	21.0	18.881
16	2.0	3.0	5.351
11	1.0	3.0	1.9
22	2.0	8.0	3.63
22	2.0	17.0	8.021
6	2.0	11.0	2.97
2	3.0	1.0	5.201
12	2.0	21.0	3.71
17	2.0	10.0	7.101
14	3.0	12.0	10.901
5	3.0	22.0	11.761
12	2.0	25.0	5.621
13	2.0	13.0	4.811
4	1.0	26.0	2.41
15	2.0	20.0	4.951
13	2.0	25.0	5.481
8	2.0	2.0	4.05
14	2.0	12.0	2.73
10	2.0	23.0	4.301
16	2.0	17.0	6.201
21	2.0	19.0	6.461
19	2.0	14.0	9.191
3	2.0	19.0	4.491
5	2.0	19.0	2.63
14	2.0	17.0	8.621
22	2.0	4.0	4.771
8	2.0	16.0	5.161
22	2.0	14.0	14.841
7	2.0	10.0	7.551
22	2.0	17.0	2.4
16	2.0	13.0	2.58
18	3.0	17.0	23.011
18	3.0	24.0	11.331
14	2.0	6.0	5.881
20	2.0	17.0	6.811
9	2.0	15.0	8.451
22	2.0	8.0	3.37
1	2.0	21.0	24.921
18	3.0	21.0	19.511
18	2.0	26.0	9.381
6	2.0	14.0	7.671
3	3.0	17.0	21.221
21	2.0	22.0	3.41
19	1.0	21.0	1.68
9	3.0	21.0	18.141
6	2.0	7.0	9.331
14	2.0	5.0	3.44
7	2.0	19.0	6.211
12	2.0	16.0	6.461
7	2.0	18.0	4.201
11	3.0	8.0	8.301
14	2.0	7.0	3.46
10	2.0	18.0	5.531
3	2.0	21.0	20.971
9	2.0	14.0	12.381
20	1.0	21.0	2.15
19	1.0	4.0	2.78
12	2.0	2.0	3.58
19	2.0	17.0	5.811
1	2.0	6.0	4.901
20	2.0	6.0	4.301
18	1.0	8.0	1.87
3	2.0	19.0	9.901
14	2.0	20.0	3.6
22	2.0	17.0	3.51
10	2.0	19.0	17.831
8	2.0	25.0	4.971
21	2.0	10.0	10.401
5	2.0	12.0	3.56
1	2.0	21.0	14.451
8	2.0	21.0	4.01
7	2.0	21.0	8.181
19	2.0	19.0	5.001
19	2.0	26.0	4.501
11	2.0	26.0	3.69
15	2.0	4.0	6.671
8	2.0	4.0	6.721
9	2.0	17.0	9.121
6	3.0	4.0	5.311
12	2.0	21.0	3.54
20	2.0	18.0	3.32
1	2.0	6.0	9.091
16	3.0	24.0	7.961
7	2.0	14.0	9.031
3	2.0	7.0	10.371
11	1.0	17.0	2.27
6	2.0	14.0	3.13
6	2.0	15.0	6.161
13	2.0	21.0	14.591
20	1.0	5.0	2.61
20	2.0	19.0	16.151
21	2.0	11.0	5.561
11	2.0	5.0	2.96
5	2.0	12.0	6.551
4	2.0	19.0	7.241
21	2.0	6.0	6.741
20	3.0	12.0	15.091
16	3.0	13.0	7.931
9	2.0	16.0	4.09
6	2.0	18.0	4.171
13	2.0	17.0	9.701
12	2.0	6.0	7.401
9	2.0	13.0	7.271
16	1.0	21.0	1.94
2	1.0	24.0	3.52
21	2.0	14.0	12.301
12	2.0	8.0	2.88
14	2.0	14.0	8.491
9	2.0	16.0	5.391
11	2.0	18.0	5.781
11	3.0	7.0	6.641
6	2.0	8.0	2.44
1	2.0	17.0	8.721
15	2.0	6.0	13.261
21	2.0	17.0	4.231
16	2.0	14.0	14.831
17	2.0	14.0	9.801
8	2.0	15.0	13.731
13	2.0	18.0	3.85
9	2.0	25.0	2.84
7	2.0	18.0	2.78
19	2.0	14.0	16.571
7	2.0	15.0	15.311
17	2.0	14.0	10.011
8	1.0	17.0	2.4
2	2.0	17.0	17.851
19	2.0	21.0	3.9
15	2.0	22.0	9.051
17	1.0	12.0	1.89
8	3.0	12.0	10.101
17	2.0	4.0	3.09
8	1.0	7.0	1.6
2	2.0	23.0	10.301
5	3.0	26.0	12.331
9	2.0	19.0	10.871
3	2.0	11.0	11.731
22	3.0	16.0	10.481
15	2.0	14.0	16.921
7	2.0	19.0	8.351
9	2.0	10.0	8.211
8	2.0	21.0	15.941
10	3.0	8.0	7.741
9	2.0	15.0	3.76
6	3.0	24.0	10.351
5	2.0	26.0	8.061
19	2.0	7.0	5.851
14	2.0	23.0	5.201
9	3.0	20.0	7.041
6	2.0	21.0	6.251
3	3.0	13.0	8.261
1	1.0	17.0	1.71
15	3.0	7.0	12.781
17	2.0	15.0	8.051
13	2.0	11.0	4.221
3	2.0	14.0	9.531
6	2.0	26.0	3.14
20	2.0	10.0	3.58
6	2.0	26.0	6.601
13	2.0	23.0	3.33
12	2.0	14.0	4.361
14	2.0	3.0	2.92
18	1.0	1.0	2.73
3	3.0	22.0	10.871
11	1.0	11.0	1.89
17	2.0	13.0	8.841
5	1.0	14.0	2.99
9	2.0	19.0	14.881
5	2.0	20.0	8.071
1	1.0	13.0	2.74
5	2.0	23.0	6.011
13	2.0	23.0	5.761
3	2.0	21.0	20.371
18	2.0	4.0	5.741
18	2.0	17.0	4.491
2	2.0	24.0	4.14
19	2.0	2.0	4.361
12	3.0	9.0	5.031
17	1.0	17.0	2.44
7	2.0	23.0	2.55
13	3.0	8.0	6.551
7	3.0	2.0	8.161
13	1.0	20.0	2.05
20	2.0	16.0	9.331
10	3.0	3.0	6.121
18	2.0	11.0	2.67
7	2.0	17.0	21.421
4	3.0	12.0	7.821
2	2.0	21.0	8.261
9	1.0	20.0	2.5
15	2.0	21.0	18.051
9	2.0	17.0	14.201
18	2.0	13.0	4.811
6	2.0	7.0	10.361
14	3.0	26.0	9.621
21	2.0	14.0	9.941
17	2.0	17.0	25.591
4	2.0	15.0	7.341
15	2.0	14.0	5.121
19	2.0	17.0	12.341
22	2.0	10.0	9.631
12	2.0	21.0	5.131
11	3.0	21.0	17.301
19	2.0	15.0	7.711
5	2.0	25.0	3.17
3	2.0	13.0	7.151
8	2.0	26.0	4.911
12	2.0	4.0	5.901
15	2.0	7.0	10.531
5	2.0	26.0	3.97
15	2.0	8.0	5.981
2	2.0	15.0	10.691
3	2.0	5.0	4.321
2	2.0	19.0	3.17
21	2.0	20.0	4.381
7	2.0	3.0	6.981
1	2.0	8.0	4.391
17	2.0	22.0	11.871
7	3.0	7.0	13.961
20	1.0	22.0	2.26
16	2.0	18.0	5.151
17	3.0	18.0	8.761
14	2.0	19.0	4.14
20	2.0	13.0	6.031
11	2.0	21.0	13.531
11	2.0	17.0	7.721
11	2.0	12.0	6.111
9	3.0	26.0	12.211
11	1.0	4.0	1.59
9	2.0	19.0	9.831
19	2.0	17.0	19.721
18	3.0	3.0	7.381
17	2.0	12.0	11.431
20	1.0	25.0	2.07
21	1.0	8.0	2.63
16	2.0	22.0	5.371
8	2.0	12.0	8.791
15	2.0	9.0	2.92
18	2.0	17.0	7.541
15	2.0	21.0	7.331
20	1.0	9.0	2.47
7	2.0	14.0	8.121
15	2.0	10.0	2.61
12	2.0	19.0	10.641
12	2.0	19.0	10.031
2	2.0	15.0	18.451
14	2.0	20.0	2.68
14	2.0	24.0	3.56
11	3.0	19.0	17.311
21	2.0	21.0	18.221
16	2.0	17.0	2.99
13	2.0	24.0	7.321
3	2.0	1.0	4.401
1	2.0	21.0	13.631
22	2.0	4.0	4.431
19	3.0	13.0	7.021
13	2.0	1.0	2.57
3	3.0	17.0	20.751
10	2.0	4.0	3.68
8	2.0	16.0	2.2
7	2.0	5.0	5.071
15	2.0	15.0	2.99
8	2.0	7.0	3.82
8	2.0	23.0	3.31
2	2.0	20.0	4.561
8	2.0	21.0	11.561
18	2.0	3.0	5.691
3	2.0	8.0	3.34
1	1.0	16.0	2.16
18	2.0	21.0	14.271
8	2.0	22.0	5.361
21	2.0	21.0	18.181
18	2.0	4.0	4.581
2	2.0	21.0	23.121
6	1.0	21.0	1.75
17	2.0	12.0	12.711
2	2.0	25.0	6.321
4	2.0	24.0	7.061
9	2.0	9.0	3.96
11	2.0	11.0	4.971
5	2.0	3.0	4.851
7	2.0	20.0	5.041
10	2.0	22.0	4.06
21	2.0	17.0	13.561
3	2.0	6.0	10.721
13	2.0	8.0	3.13
5	2.0	17.0	8.081
3	2.0	11.0	10.901
14	2.0	19.0	7.201
5	2.0	22.0	5.001
2	1.0	12.0	2.67
6	3.0	12.0	8.631
5	2.0	11.0	10.251
22	2.0	10.0	7.681
1	2.0	6.0	3.8
15	3.0	13.0	14.041
8	3.0	10.0	10.061
22	2.0	6.0	11.581
3	2.0	19.0	7.001
11	2.0	15.0	12.821
22	3.0	8.0	7.501
16	2.0	18.0	5.601
3	3.0	19.0	16.791
7	2.0	24.0	9.081
18	2.0	21.0	8.011
18	2.0	15.0	4.05
6	2.0	17.0	11.211
19	2.0	13.0	3.6
1	3.0	17.0	25.641
8	3.0	3.0	5.161
19	2.0	17.0	14.671
